iter	Accuracy	MultiClass
73	0.9914346895	0.132019405
74	0.9914346895	0.129173177
75	0.9915876415	0.1272499246
76	0.9917405935	0.1258660933
77	0.9917405935	0.1243277082
78	0.9917405935	0.1229420925
79	0.9917405935	0.1211506527
80	0.9920464974	0.1198338436
81	0.9925053533	0.1186484831
82	0.9926583053	0.1173375399
83	0.9926583053	0.115362216
84	0.9937289691	0.1137366254
85	0.9935760171	0.1125796468
86	0.9935760171	0.1108770693
87	0.9938819211	0.109467485
88	0.9938819211	0.1073374606
89	0.9938819211	0.1052781072
90	0.9938819211	0.1043514992
91	0.994493729	0.1032733778
92	0.994493729	0.1014233784
93	0.9946466809	0.09993264633
94	0.994493729	0.09858896341
95	0.9947996329	0.09734092965
96	0.9949525849	0.09626421899
97	0.9949525849	0.0945029368
98	0.9949525849	0.09318848599
99	0.9949525849	0.09218405656
100	0.9949525849	0.09131077677
101	0.9949525849	0.0903148232
102	0.9949525849	0.08893494622
103	0.9947996329	0.08744721984
104	0.9951055369	0.08665462861
105	0.9951055369	0.08602254426
106	0.9951055369	0.08480368815
107	0.9952584888	0.08419719378
108	0.9961762007	0.08370835612
109	0.9967880086	0.08308193615
110	0.9967880086	0.08239686056
111	0.9967880086	0.08206481395
112	0.9967880086	0.08153806757
113	0.9967880086	0.08091121303
114	0.9967880086	0.0804128459
115	0.9969409605	0.07936357246
116	0.9969409605	0.07797338685
117	0.9967880086	0.0772786218
118	0.9967880086	0.07660995165
119	0.9967880086	0.07594468781
120	0.9969409605	0.07559043799
121	0.9977057204	0.07430724676
122	0.9969409605	0.07364845056
123	0.9977057204	0.07304202102
124	0.9975527684	0.07219734945
125	0.9975527684	0.07123632744
126	0.9975527684	0.07071912696
127	0.9975527684	0.07016220397
128	0.9978586724	0.06966532741
129	0.9978586724	0.06861627366
130	0.9978586724	0.06776723733
131	0.9978586724	0.06711200085
132	0.9978586724	0.0667062086
133	0.9978586724	0.06572917476
134	0.9978586724	0.06538681656
135	0.9978586724	0.06451487707
136	0.9978586724	0.06431412527
137	0.9978586724	0.06393757422
138	0.9978586724	0.06356818309
139	0.9978586724	0.0626003485
140	0.9978586724	0.06188755495
141	0.9978586724	0.06151614249
142	0.9978586724	0.06123010696
143	0.9978586724	0.06103258971
144	0.9978586724	0.0606802032
145	0.9978586724	0.06025279747
146	0.9978586724	0.05998965371
147	0.9978586724	0.05988423204
148	0.9978586724	0.05906842396
149	0.9978586724	0.0588648909
150	0.9978586724	0.05840841148
151	0.9978586724	0.05772626324
152	0.9978586724	0.05760216726
153	0.9978586724	0.05734703715
154	0.9978586724	0.05695845847
155	0.9978586724	0.05674665691
156	0.9978586724	0.05596881429
157	0.9980116243	0.05530704618
158	0.9980116243	0.05494665635
159	0.9980116243	0.05492738861
160	0.9978586724	0.05420478497
161	0.9980116243	0.05387742908
162	0.9978586724	0.05355704112
163	0.9980116243	0.05336933204
164	0.9980116243	0.0530918119
165	0.9980116243	0.05288526127
166	0.9980116243	0.05232077786
167	0.9978586724	0.05191349445
168	0.9980116243	0.0514138791
169	0.9980116243	0.05121038388
170	0.9980116243	0.05098276197
171	0.9981645763	0.05065278078
172	0.9981645763	0.05000125216
173	0.9981645763	0.049582524
174	0.9981645763	0.04949913166
175	0.9981645763	0.04906588412
176	0.9981645763	0.04839062107
177	0.9981645763	0.04825135894
178	0.9983175283	0.04799331785
179	0.9983175283	0.0472940689
180	0.9984704803	0.04716731664
181	0.9984704803	0.04668116
182	0.9984704803	0.04661697162
183	0.9984704803	0.04643746714
184	0.9984704803	0.04638000375
185	0.9984704803	0.04610941252
186	0.9984704803	0.04562478004
187	0.9984704803	0.0455540951
188	0.9984704803	0.04521709171
189	0.9986234322	0.04463852617
190	0.9986234322	0.0444749566
191	0.9986234322	0.04407054941
192	0.9986234322	0.04375849847
193	0.9986234322	0.04328786051
194	0.9984704803	0.04307826219
195	0.9984704803	0.04290602704
196	0.9986234322	0.04253740204
197	0.9986234322	0.04224978577
198	0.9986234322	0.04195277512
199	0.9987763842	0.04142933443
200	0.9987763842	0.0412147827
201	0.9987763842	0.04111295682
202	0.9987763842	0.04074206718
203	0.9987763842	0.0406028554
204	0.9987763842	0.04044161011
205	0.9987763842	0.04011006283
206	0.9987763842	0.03965825142
207	0.9987763842	0.03922161743
208	0.9987763842	0.03905712596
209	0.9987763842	0.03897992464
210	0.9987763842	0.03873672688
211	0.9987763842	0.03820080259
212	0.9987763842	0.03805113315
213	0.9987763842	0.03748512297
214	0.9987763842	0.03743994479
215	0.9987763842	0.03736918226
216	0.9987763842	0.03723858417
217	0.9987763842	0.03719931251
218	0.9987763842	0.03706360337
219	0.9987763842	0.0369925941
220	0.9987763842	0.03695389352
221	0.9987763842	0.03646377773
222	0.9987763842	0.03628829748
223	0.9987763842	0.03598563006
224	0.9987763842	0.03590256359
225	0.9987763842	0.03581821814
226	0.9987763842	0.03578974319
227	0.9987763842	0.03555380049
228	0.9987763842	0.03536235756
229	0.9987763842	0.03530045056
230	0.9987763842	0.03513643684
231	0.9987763842	0.03501822748
232	0.9987763842	0.0349668184
233	0.9987763842	0.03455362469
234	0.9987763842	0.03424585679
235	0.9987763842	0.03410286664
236	0.9987763842	0.03390343249
237	0.9987763842	0.03383723902
238	0.9987763842	0.03378261884
239	0.9987763842	0.03357977218
240	0.9987763842	0.03348545539
241	0.9989293362	0.03323198059
242	0.9989293362	0.03305224836
243	0.9989293362	0.03278805052
244	0.9989293362	0.03270369356
245	0.9989293362	0.03254321134
246	0.9989293362	0.03222091783
247	0.9989293362	0.03189243612
248	0.9989293362	0.03154230974
249	0.9989293362	0.03124366653
250	0.9989293362	0.0311369191
251	0.9989293362	0.03083654428
252	0.9989293362	0.0304352041
253	0.9989293362	0.03010160261
254	0.9989293362	0.03007476775
255	0.9989293362	0.0300185317
256	0.9989293362	0.02996195139
257	0.9990822882	0.02989603686
258	0.9990822882	0.02984964493
259	0.9990822882	0.02978078427
260	0.9990822882	0.02949636788
261	0.9990822882	0.02911091645
262	0.9990822882	0.02906594832
263	0.9990822882	0.02896530235
264	0.9990822882	0.0286872582
265	0.9990822882	0.02860855409
266	0.9990822882	0.02840744669
267	0.9990822882	0.02826327801
268	0.9990822882	0.02796491536
269	0.9990822882	0.02767924449
270	0.9990822882	0.02765302741
271	0.9990822882	0.0275828036
272	0.9990822882	0.02743091101
273	0.9990822882	0.02736273295
274	0.9990822882	0.02734415008
275	0.9990822882	0.02725577008
276	0.9992352401	0.02717788616
277	0.9992352401	0.02711136599
278	0.9992352401	0.02688975599
279	0.9992352401	0.02683907631
280	0.9992352401	0.02675734009
281	0.9992352401	0.02642522851
282	0.9992352401	0.02628580011
283	0.9992352401	0.02616211053
284	0.9992352401	0.02605961884
285	0.9992352401	0.02596269181
286	0.9992352401	0.0257749238
287	0.9992352401	0.02553244946
288	0.9992352401	0.02545693284
289	0.9992352401	0.02532659737
290	0.9992352401	0.02501559193
291	0.9992352401	0.02494725597
292	0.9992352401	0.02493076403
293	0.9992352401	0.02479445224
294	0.9992352401	0.02472801021
295	0.9992352401	0.0246138886
296	0.9992352401	0.0245344163
297	0.9992352401	0.02450827096
298	0.9992352401	0.024477596
299	0.9992352401	0.02442220208
300	0.9992352401	0.02432916478
301	0.9992352401	0.02412825488
302	0.9992352401	0.02389501756
303	0.9992352401	0.02385590399
304	0.9992352401	0.02375735691
305	0.9992352401	0.02368269653
306	0.9992352401	0.02366595903
307	0.9992352401	0.02359250181
308	0.9992352401	0.02348891986
309	0.9992352401	0.02346632192
310	0.9992352401	0.02341640073
311	0.9992352401	0.02313545899
312	0.9992352401	0.02292984981
313	0.9992352401	0.02290563808
314	0.9992352401	0.02282486749
315	0.9992352401	0.02278579226
316	0.9992352401	0.02269907218
317	0.9992352401	0.02250483285
318	0.9992352401	0.02241415146
319	0.9992352401	0.02225614421
320	0.9992352401	0.02203117516
321	0.9992352401	0.02186365476
322	0.9992352401	0.02172833798
323	0.9992352401	0.02163184014
324	0.9992352401	0.02160639327
325	0.9992352401	0.02154290178
326	0.9992352401	0.02152096427
327	0.9992352401	0.02144997593
328	0.9992352401	0.02139721339
329	0.9992352401	0.02134663276
330	0.9992352401	0.0211718791
331	0.9992352401	0.02110632981
332	0.9992352401	0.02104383781
333	0.9992352401	0.02090801982
334	0.9992352401	0.02066498961
335	0.9992352401	0.02064199859
336	0.9993881921	0.02057332841
337	0.9993881921	0.02038723611
338	0.9993881921	0.0203438142
339	0.9993881921	0.02028405857
340	0.9993881921	0.02018931914
341	0.9993881921	0.02014351269
342	0.9993881921	0.02011096581
343	0.9993881921	0.02006327148
344	0.9993881921	0.02001578827
345	0.9993881921	0.01996194037
346	0.9993881921	0.01992268893
347	0.9993881921	0.01987658739
348	0.9993881921	0.01979628245
349	0.9993881921	0.0196648354
350	0.9993881921	0.01955644515
351	0.9993881921	0.0195388757
352	0.9993881921	0.01952729462
353	0.9993881921	0.01951563209
354	0.9993881921	0.01944611946
355	0.9993881921	0.01940001885
356	0.9993881921	0.01934986149
357	0.9993881921	0.01923815086
358	0.9995411441	0.0190684923
359	0.9995411441	0.01902175017
360	0.9995411441	0.01897049166
361	0.9995411441	0.01889686377
362	0.9995411441	0.01886664155
363	0.9995411441	0.01873194516
364	0.9995411441	0.01866782548
365	0.9995411441	0.01858031123
366	0.9995411441	0.01842525558
367	0.9995411441	0.01838076335
368	0.9993881921	0.01821569523
369	0.9993881921	0.01809088329
370	0.9995411441	0.01807218783
371	0.9995411441	0.01803797606
372	0.9995411441	0.0179708031
373	0.9995411441	0.01793403936
374	0.9995411441	0.01773949891
375	0.9995411441	0.01769439805
376	0.9995411441	0.01753764936
377	0.9995411441	0.01750188539
378	0.9995411441	0.01737465375
379	0.9995411441	0.01732654655
380	0.9995411441	0.01715130078
381	0.9995411441	0.01696390876
382	0.9995411441	0.01692953136
383	0.9995411441	0.01681384694
384	0.9995411441	0.01679770036
385	0.9995411441	0.01670749603
386	0.9995411441	0.01659676383
387	0.9995411441	0.01656412676
388	0.9995411441	0.01652632425
389	0.9995411441	0.01651080555
390	0.9995411441	0.01647683763
391	0.9995411441	0.01645874108
392	0.9995411441	0.01644173915
393	0.9995411441	0.01642403308
394	0.9995411441	0.01635664269
395	0.9995411441	0.0163215903
396	0.9995411441	0.01630281063
397	0.9995411441	0.01626344434
398	0.9995411441	0.01624257778
399	0.9995411441	0.01618336593
400	0.9995411441	0.01614156894
401	0.9995411441	0.01611921259
402	0.9995411441	0.01602497867
403	0.9996940961	0.01601219629
404	0.9996940961	0.01598307417
405	0.9996940961	0.01590476786
406	0.9996940961	0.01587615321
407	0.9996940961	0.01573947499
408	0.9996940961	0.01563941994
409	0.9996940961	0.01560535042
410	0.9996940961	0.01559516459
411	0.9996940961	0.01555055895
412	0.9996940961	0.01539083778
413	0.9996940961	0.01527602274
414	0.9996940961	0.01525821762
415	0.9996940961	0.01520150283
416	0.9996940961	0.01505345746
417	0.9996940961	0.01496264116
418	0.9996940961	0.01485026188
419	0.9996940961	0.01477941565
420	0.9996940961	0.01472223506
421	0.999847048	0.01470993744
422	0.999847048	0.01468909768
423	0.999847048	0.01466784601
424	0.999847048	0.01459434445
425	0.999847048	0.0145631566
426	0.999847048	0.01444993027
427	0.999847048	0.01442530848
428	0.999847048	0.01439204461
429	0.999847048	0.01437039816
430	0.999847048	0.01433287008
431	0.999847048	0.0142876445
432	0.999847048	0.01427320243
433	0.999847048	0.01424450991
434	0.999847048	0.0142140563
435	0.999847048	0.01417989631
436	0.999847048	0.01417211891
437	0.999847048	0.01416377308
438	0.999847048	0.01412660316
439	0.999847048	0.01408109574
440	0.999847048	0.01406176647
441	0.999847048	0.01403989541
442	0.999847048	0.01400700118
443	0.999847048	0.01394635211
444	0.999847048	0.01391110388
445	0.999847048	0.01385764418
446	0.999847048	0.01383891428
447	0.999847048	0.01382219631
448	0.999847048	0.0137869431
449	0.999847048	0.01376863793
450	0.999847048	0.01375512324
451	0.999847048	0.01372451515
452	0.999847048	0.01369106766
453	0.999847048	0.01358943806
454	0.999847048	0.01356906474
455	0.999847048	0.01352467389
456	0.999847048	0.01351299752
457	0.999847048	0.01348938397
458	0.999847048	0.01346522198
459	0.999847048	0.01344816701
460	0.999847048	0.01342335755
461	0.999847048	0.01334830542
462	0.999847048	0.01332563052
463	0.999847048	0.01330803092
464	0.999847048	0.01322725111
465	0.999847048	0.01320119456
466	0.999847048	0.01318516581
467	0.999847048	0.01313803883
468	0.999847048	0.01312737018
469	0.999847048	0.01311686197
470	0.999847048	0.01309412834
471	0.999847048	0.01307468794
472	0.999847048	0.01304180445
473	0.999847048	0.01302694325
474	0.999847048	0.01300425911
475	0.999847048	0.01295761174
476	0.999847048	0.01292889748
477	0.999847048	0.01292094799
478	0.999847048	0.01291245401
479	0.999847048	0.01289311896
480	0.999847048	0.01281641144
481	0.999847048	0.01272056258
482	0.999847048	0.01268155502
483	0.999847048	0.01267021161
484	0.999847048	0.01252668452
485	0.999847048	0.01250982923
486	0.999847048	0.01246320532
487	0.999847048	0.0124482215
488	0.999847048	0.01242613092
489	0.999847048	0.01237200106
490	0.999847048	0.01233121267
491	0.999847048	0.01229457327
492	0.999847048	0.01221814979
493	0.999847048	0.01217940509
494	0.999847048	0.01216850507
495	0.999847048	0.01215450489
496	0.999847048	0.01213201515
497	0.999847048	0.01212284534
498	0.999847048	0.01206585214
499	0.999847048	0.01201965325
500	0.999847048	0.01200508508
501	0.999847048	0.01199043705
502	0.999847048	0.01198370811
503	0.999847048	0.01189871547
504	0.999847048	0.01180856672
505	0.999847048	0.01179675267
506	0.999847048	0.01178456322
507	0.999847048	0.01177927455
508	0.999847048	0.01177280685
509	0.999847048	0.01175038325
510	0.999847048	0.01172272221
511	0.999847048	0.01171308677
512	0.999847048	0.01168725801
513	0.999847048	0.01166768449
514	0.999847048	0.01162201546
515	0.999847048	0.01153759827
516	0.999847048	0.01148929314
517	0.999847048	0.01147451876
518	0.999847048	0.01141563422
519	0.999847048	0.0113475401
520	0.999847048	0.01127373481
521	0.999847048	0.01125030477
522	0.999847048	0.01123905118
523	0.999847048	0.01119851563
524	0.999847048	0.01111947824
525	0.999847048	0.01109740323
526	0.999847048	0.01101464259
527	0.999847048	0.0110066573
528	0.999847048	0.01099788009
529	0.999847048	0.01099189592
530	0.999847048	0.01097214402
531	0.999847048	0.0109323029
532	0.999847048	0.0108589712
533	0.999847048	0.01084858154
534	0.999847048	0.01078702384
535	0.999847048	0.01075524873
536	0.999847048	0.01074071729
537	0.999847048	0.0107224273
538	0.999847048	0.01069750968
539	0.999847048	0.01067424308
540	0.999847048	0.01066036501
541	0.999847048	0.01060981291
542	0.999847048	0.01059894967
543	0.999847048	0.01059157094
544	0.999847048	0.01054992994
545	0.999847048	0.01050593672
546	0.999847048	0.0104994808
547	0.999847048	0.01042558721
548	0.999847048	0.01039931315
549	0.999847048	0.0103761085
550	0.999847048	0.01035267473
551	0.999847048	0.01032960947
552	0.999847048	0.01030805498
553	0.999847048	0.0103052471
554	0.999847048	0.01029792575
555	0.999847048	0.01029120486
556	0.999847048	0.01026358373
557	0.999847048	0.01016328695
558	0.999847048	0.01015583719
559	0.999847048	0.01014111104
560	0.999847048	0.01006458418
561	0.999847048	0.01004338798
562	0.999847048	0.01003746765
563	0.999847048	0.01001917226
564	0.999847048	0.009988567094
565	0.999847048	0.009974978065
566	0.999847048	0.009951767034
567	0.999847048	0.009855818442
568	0.999847048	0.009797616448
569	0.999847048	0.009789997209
570	0.999847048	0.009783722144
571	0.999847048	0.009736983691
572	0.999847048	0.009710094671
573	0.999847048	0.009697434465
574	0.999847048	0.009688607223
575	0.999847048	0.009678550905
576	0.999847048	0.009585641539
577	0.999847048	0.009569540676
578	0.999847048	0.009511804017
579	0.999847048	0.00945316311
580	0.999847048	0.009425109678
581	0.999847048	0.009414034065
582	0.999847048	0.009373087743
583	0.999847048	0.0093663532
584	0.999847048	0.009341324092
585	0.999847048	0.009307314946
586	0.999847048	0.009293881682
587	0.999847048	0.009276352438
588	0.999847048	0.009260068372
589	0.999847048	0.00925445487
590	0.999847048	0.009230466757
591	0.999847048	0.00920711914
592	0.999847048	0.009192235525
593	0.999847048	0.009178456598
594	0.999847048	0.009163650624
595	0.999847048	0.009159029186
596	0.999847048	0.009136443749
597	0.999847048	0.009112836615
598	0.999847048	0.009093535414
599	0.999847048	0.009082786554
600	0.999847048	0.009067998342
601	0.999847048	0.00905182781
602	0.999847048	0.008969377115
603	0.999847048	0.008954644574
604	0.999847048	0.008942366396
605	0.999847048	0.008926822899
606	0.999847048	0.008877311256
607	0.999847048	0.008853837116
608	0.999847048	0.008847971504
609	0.999847048	0.008832891639
610	0.999847048	0.008823998163
611	0.999847048	0.008817164347
612	0.999847048	0.008810690633
613	0.999847048	0.008766583278
614	0.999847048	0.008759796423
615	0.999847048	0.008753962616
616	0.999847048	0.008749992253
617	0.999847048	0.008740981533
618	0.999847048	0.008718373242
619	0.999847048	0.008663204541
620	0.999847048	0.008657818525
621	0.999847048	0.008632363067
622	0.999847048	0.008625105948
623	1	0.008617432445
624	1	0.008604757358
625	1	0.008588401451
626	1	0.008580199646
627	1	0.00853815471
628	1	0.008526645836
629	1	0.008466489378
630	1	0.008420522075
631	1	0.008374713859
632	1	0.008363221493
633	1	0.008320826216
634	1	0.008310241297
635	1	0.008304086974
636	1	0.00828090607
637	1	0.008231585498
638	1	0.008210893254
639	1	0.008197001979
640	1	0.008188036413
641	1	0.008143226942
642	1	0.008134610896
643	1	0.00812680249
644	1	0.008119469895
645	1	0.008111686081
646	1	0.00807348951
647	1	0.008058680388
648	1	0.008056076463
649	1	0.008033559139
650	1	0.008021245931
651	1	0.007980855366
652	1	0.007972567479
653	1	0.007970068222
654	1	0.007961051957
655	1	0.007923871857
656	1	0.007879012644
657	1	0.007868673442
658	1	0.007862735645
659	1	0.007856486776
660	1	0.007817251546
661	1	0.007779484458
662	1	0.007776348965
663	1	0.007748094737
664	1	0.007726421251
665	1	0.007706749441
666	1	0.00770031429
667	1	0.007637589023
668	1	0.007631069374
669	1	0.007626834387
670	1	0.007613227897
671	1	0.007608578755
672	1	0.00760484601
673	1	0.007598471404
674	1	0.007578489481
675	1	0.007568313863
676	1	0.00756083955
677	1	0.007555973429
678	1	0.007536061049
679	1	0.007531582832
680	1	0.007528332545
681	1	0.007522885937
682	1	0.007514218915
683	1	0.007506162404
684	1	0.007498319665
685	1	0.007487995482
686	1	0.00746391798
687	1	0.007454177402
688	1	0.007450330725
689	1	0.007433864904
690	1	0.007401474827
691	1	0.007389000323
692	1	0.007383949789
693	1	0.007377363746
694	1	0.007375795819
695	1	0.007360677489
696	1	0.007343071984
697	1	0.00732566416
698	1	0.007318661546
699	1	0.007281914573
700	1	0.007276583473
701	1	0.007237462052
702	1	0.007223892301
703	1	0.007201539711
704	1	0.007161095156
705	1	0.00715422304
706	1	0.007139757771
707	1	0.007131530605
708	1	0.007123284893
709	1	0.007108381547
710	1	0.007095683636
711	1	0.00709215148
712	1	0.00707795246
713	1	0.00706660883
714	1	0.007058085021
715	1	0.007038445959
716	1	0.007033732033
717	1	0.007020573407
718	1	0.007015131922
719	1	0.007011934589
720	1	0.007007807257
721	1	0.006996973984
722	1	0.006987348103
723	1	0.006976879159
724	1	0.00696173475
725	1	0.006943788052
726	1	0.006938888031
727	1	0.006934725765
728	1	0.006920957619
729	1	0.006907212254
730	1	0.006890162875
731	1	0.006880222514
732	1	0.006868900488
733	1	0.006864570299
734	1	0.006857188083
735	1	0.006814056663
736	1	0.006808348613
737	1	0.006767709191
738	1	0.006763489917
739	1	0.006754312436
740	1	0.006732230181
741	1	0.006714454201
742	1	0.006681620773
743	1	0.006679047134
744	1	0.006677021432
745	1	0.006671424999
746	1	0.006667316904
747	1	0.006657736393
748	1	0.006647926545
749	1	0.00664284256
750	1	0.006602996837
751	1	0.006593028614
752	1	0.00658861181
753	1	0.00658454402
754	1	0.006579787152
755	1	0.006573991936
756	1	0.006571193815
757	1	0.006558299552
758	1	0.006554457746
759	1	0.006549240131
760	1	0.006539552082
761	1	0.006536496742
762	1	0.006532753262
763	1	0.006528635422
764	1	0.006523032308
765	1	0.006493980009
766	1	0.006491001649
767	1	0.006486825742
768	1	0.006481289127
769	1	0.00647473274
770	1	0.00647227484
771	1	0.006466379817
772	1	0.006462374557
773	1	0.006452306238
774	1	0.00644961169
775	1	0.006445182937
776	1	0.006439775261
777	1	0.006437193618
778	1	0.006432999267
779	1	0.006425986877
780	1	0.006412620424
781	1	0.006409738805
782	1	0.006406666545
783	1	0.006403779028
784	1	0.006390888479
785	1	0.006387359293
786	1	0.006356963366
787	1	0.006352625561
788	1	0.006346902163
789	1	0.006340128321
790	1	0.00631603035
791	1	0.006312086776
792	1	0.00630491133
793	1	0.006282928714
794	1	0.006265350671
795	1	0.006247215092
796	1	0.00623328071
797	1	0.006229532373
798	1	0.00622352407
799	1	0.006220325249
800	1	0.006217768098
801	1	0.006205604335
802	1	0.006170856328
803	1	0.006168691938
804	1	0.006153705763
805	1	0.006140940677
806	1	0.006135988042
807	1	0.006133009743
808	1	0.006131987936
809	1	0.006081525314
810	1	0.006075297268
811	1	0.006056455104
812	1	0.006044055495
813	1	0.006025124522
814	1	0.006017367272
815	1	0.005966889109
816	1	0.005964055547
817	1	0.005961435581
818	1	0.005959199531
819	1	0.005952321032
820	1	0.005938624484
821	1	0.005929294283
822	1	0.005915637157
823	1	0.005890512399
824	1	0.00587819074
825	1	0.005873515686
826	1	0.005871219317
827	1	0.005863627633
828	1	0.005859416493
829	1	0.005854877723
830	1	0.005850541152
831	1	0.005848518615
832	1	0.005845446475
833	1	0.0058319623
834	1	0.005803332206
835	1	0.00577220582
836	1	0.005757309894
837	1	0.005748752776
838	1	0.005746759755
839	1	0.005726407784
840	1	0.005724865038
841	1	0.005718730914
842	1	0.005716230642
843	1	0.005708680691
844	1	0.005706100624
845	1	0.005678354366
846	1	0.005654315275
847	1	0.005646270323
848	1	0.005597577142
849	1	0.005585234681
850	1	0.0055827358
851	1	0.005580559559
852	1	0.005573602403
853	1	0.005562786401
854	1	0.005559603308
855	1	0.005546293215
856	1	0.005541507821
857	1	0.00554076163
858	1	0.005519832924
859	1	0.005512599786
860	1	0.005508836328
861	1	0.005481412642
862	1	0.005472864226
863	1	0.005461443685
864	1	0.005444336791
865	1	0.00543546535
866	1	0.005430514436
867	1	0.00541915016
868	1	0.005416417434
869	1	0.00541216674
870	1	0.005401997981
871	1	0.005366951759
872	1	0.005363248715
873	1	0.005360760258
874	1	0.005354522725
875	1	0.00534827774
876	1	0.005345872585
877	1	0.00534019063
878	1	0.005317749243
879	1	0.005316550253
880	1	0.00531360738
881	1	0.005308861086
882	1	0.005304286879
883	1	0.005296949822
884	1	0.005293554829
885	1	0.005277913157
886	1	0.005247330754
887	1	0.005245073519
888	1	0.005218524999
889	1	0.005216558384
890	1	0.005208443227
891	1	0.00519938758
892	1	0.005185794316
893	1	0.005184182821
894	1	0.005182095472
895	1	0.005179128632
896	1	0.005174568722
897	1	0.005171885254
898	1	0.005169125879
899	1	0.005162678456
900	1	0.005159460517
901	1	0.005156849713
902	1	0.005148975193
903	1	0.005140183724
904	1	0.00513406981
905	1	0.00512515429
906	1	0.005121592594
907	1	0.005117883577
908	1	0.005111706354
909	1	0.005102446988
910	1	0.005100644814
911	1	0.005088138727
912	1	0.005071760179
913	1	0.00505289338
914	1	0.005047542139
915	1	0.005045653069
916	1	0.005043718065
917	1	0.005041250025
918	1	0.005031384952
919	1	0.00502414739
920	1	0.005020852025
921	1	0.005006019652
922	1	0.004996757878
923	1	0.004977260467
924	1	0.004967338091
925	1	0.004965080411
926	1	0.004960057013
927	1	0.00495645384
928	1	0.004944856079
929	1	0.004942795497
930	1	0.004938873003
931	1	0.004937712493
932	1	0.004929461359
933	1	0.004917942546
934	1	0.004905335943
935	1	0.004903721703
936	1	0.00489938735
937	1	0.004897055232
938	1	0.004875731756
939	1	0.004870084946
940	1	0.00485800863
941	1	0.004854017954
942	1	0.00485115862
943	1	0.004831907206
944	1	0.004828574019
945	1	0.004823039714
946	1	0.004813003249
947	1	0.004805181787
948	1	0.004797547592
949	1	0.004792027759
950	1	0.004777324759
951	1	0.004775735099
952	1	0.004769375496
953	1	0.004765103406
954	1	0.004756912164
955	1	0.004752775849
956	1	0.004750864152
957	1	0.004746813546
958	1	0.004743703009
959	1	0.004740941098
960	1	0.004723977926
961	1	0.004720064124
962	1	0.004696437554
963	1	0.004683777765
964	1	0.004682229187
965	1	0.004680044177
966	1	0.004678169173
967	1	0.004667758012
968	1	0.004656714153
969	1	0.004645924486
970	1	0.004643447266
971	1	0.004618571256
972	1	0.004616270949
973	1	0.004611776533
974	1	0.004605143644
975	1	0.00460328728
976	1	0.004601142196
977	1	0.004597191503
978	1	0.004589091917
979	1	0.004551039471
980	1	0.004546078619
981	1	0.004544081287
982	1	0.00453909431
983	1	0.004533865558
984	1	0.004531982952
985	1	0.004527818268
986	1	0.00452529723
987	1	0.004522308562
988	1	0.004520436294
989	1	0.004501065775
990	1	0.004493471547
991	1	0.004490862757
992	1	0.004489571055
993	1	0.004487193072
994	1	0.004485880405
995	1	0.004483580063
996	1	0.004480198664
997	1	0.004477208618
998	1	0.004472421771
999	1	0.004462018764
